Order ID,Order Date,Unit Cost,Price,Order Qty,Cost of Sales,Sales,Profit,Channel,Promotion Name,Product Name,Manufacturer,Product Sub Category,Product Category,Region,City,Country
14989,6/20/2024,61.88422817,99,26,1608.989932,2534.4,925.4100677,Phone,North America Holiday Promotion,WWI LCD17 E200 Black,Wide World Importers,Monitors,Computers,North America,North Harford,United States
14988,7/14/2022,44.10438892,44,6,264.6263335,264,-0.6263335101,In-store,North America Holiday Promotion,SV Keyboard E10 Silver,Southridge Video,Computers Accessories,Computers,North America,Longview,United States
14987,5/18/2022,188.9161298,856,10,1889.161298,8560,6670.838702,Online,No Discount,"Fabrikam Business Videographer 1/3"" 8.5mm M380 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,New Bedford,United States
14986,9/15/2021,118.3079278,248,12,1419.695133,2923.92,1504.224867,Catalog,European Spring Promotion,Proseware High-Performance Business-Class Laser Fax X200 Grey,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Europe,Nice,France
14985,11/30/2022,31.11733182,188,10,311.1733182,1880,1568.826682,Reseller,No Discount,A. Datum All in One Digital Camera M200 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,La Porte,United States
14984,10/18/2022,219.3121658,312,12,2631.74599,3678.48,1046.73401,Phone,European Spring Promotion,A. Datum SLR Camera M138 Silver Grey,A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,Europe,Berlin,Germany
14983,11/7/2023,207.4311739,588,9,1866.880565,5203.8,3336.919435,In-store,North America Spring Promotion,"A. Datum SLR Camera 35"" X358 Pink",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Denton,United States
14982,8/11/2023,214.3910953,699,13,2787.084238,9087,6299.915762,Online,North America Holiday Promotion,Proseware Projector 720p LCD56 Silver,"Proseware, Inc.",Projectors & Screens,Computers,North America,Milwaukee,United States
14981,1/27/2022,18.02756004,25.69,5,90.13780019,128.45,38.31219981,Catalog,No Discount,NT Bluetooth Stereo Headphones E52 Blue,Northwind Traders,Bluetooth Headphones,Audio,North America,Cape May,United States
14980,1/6/2022,9.308009955,12.95,5,46.54004977,64.75,18.20995023,Reseller,No Discount,Contoso Rechargeable Battery E100 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Edinburgh,United Kingdom
14979,5/23/2023,195.1402335,850,8,1561.121868,6800,5238.878132,Phone,European Holiday Promotion,Fabrikam Business Videographer 2/3'' 17mm M280 Grey,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Europe,Warsaw,Poland
14978,7/27/2024,11.43198157,16.5,26,297.2315208,422.4,125.1684792,In-store,North America Holiday Promotion,Contoso Laptop Starter Bundle M200 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,North Harford,United States
14977,2/27/2022,12.75039476,456.9,12,153.0047371,5437.11,5284.105263,Online,North America Back-to-School Promotion,Fabrikam Laptop14.1W M4180 Red,"Fabrikam, Inc.",Laptops,Computers,North America,Vancouver,Canada
14976,3/3/2024,6.877112551,12.99,20,137.542251,259.8,122.257749,Catalog,No Discount,Contoso DVD Movies E100 Yellow,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",Europe,West Yorkshire,United Kingdom
14975,4/16/2022,48.64460523,329,12,583.7352628,3882.2,3298.464737,Reseller,North America Back-to-School Promotion,Contoso Home Theater System 4.1 Channel M1410 Black,"Contoso, Ltd",Home Theater System,TV and Video,North America,Montreal,Canada
14974,3/11/2022,60.47416818,620,12,725.6900182,7440,6714.309982,Phone,No Discount,Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Busan,South Korea
14973,7/23/2023,299.9188592,299.99,13,3898.945169,3839.872,-59.07316934,In-store,North America Holiday Promotion,"Adventure Works 15.6"" LCD TV M130W Brown",Adventure Works,Televisions,TV and Video,North America,Round Rock,United States
14972,7/6/2023,114.029087,186.9,13,1482.378131,2392.32,909.941869,Online,North America Holiday Promotion,A. Datum Bridge Digital Camera M300 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Longview,United States
14971,3/1/2024,82.94957912,160,12,995.3949495,1920,924.6050505,Catalog,North America Back-to-School Promotion,Proseware Ink Jet Instant PDF Sheet-Fed Scanner M300 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,North Harford,United States
14970,7/23/2024,270.9097087,436.2,13,3521.826213,5321.64,1799.813787,Reseller,North America Holiday Promotion,"Fabrikam SLR Camera 35"" X358 Grey","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Poestenkill,United States
14969,7/17/2022,21.80143459,309,8,174.4114768,2348.4,2173.988523,Phone,European Holiday Promotion,SV Car Video TFT7 M7001 Black,Southridge Video,Car Video,TV and Video,Europe,Milan,Italy
14968,5/22/2022,5.05572568,579,10,50.5572568,5790,5739.442743,In-store,No Discount,Litware Home Theater System 5.1 Channel M516 Brown,"Litware, Inc.",Home Theater System,TV and Video,North America,Albany,United States
14967,2/10/2022,163.1513247,332,10,1631.513247,3320,1688.486753,Online,No Discount,Contoso SLR Camera M144 Gold,"Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,North America,Miami,United States
14966,9/24/2022,33.95728065,328,9,305.6155258,2902.8,2597.184474,Online,North America Spring Promotion,"Fabrikam SLR Camera 35"" M358 Silver Grey","Fabrikam, Inc.",Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
14965,8/12/2024,240.4447818,299,13,3125.782163,3797.3,671.5178371,Online,Asian Holiday Promotion,Contoso Screen 113in M251 Black,"Contoso, Ltd",Projectors & Screens,Computers,Asia,Guangzhou,China
14964,1/6/2024,137.0904698,178,40,5483.618794,7120,1636.381206,Online,No Discount,"Fabrikam Social Videographer 1/2"" 3mm E300 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,North America,Seattle,United States
14963,11/16/2022,4.259159395,11.9,9,38.33243456,102.34,64.00756544,Online,Asian Spring Promotion,Contoso 90W AC/DC Power Adapter E300 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,Tehran,Iran
14962,10/21/2021,85.76130372,159,9,771.8517335,1367.4,595.5482665,Online,Asian Spring Promotion,Proseware Photo Ink Jet Printer M100 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Ashgabat,Turkmenistan
14961,10/15/2021,124.4405406,268,9,1119.964866,2398.6,1278.635134,Online,North America Spring Promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Austin,United States
14960,7/28/2023,241.1287237,699,13,3134.673408,9087,5952.326592,Online,North America Holiday Promotion,WWI Projector 720p LCD56 Silver,Wide World Importers,Projectors & Screens,Computers,North America,Provincetown,United States
14959,4/17/2023,5.347499188,12.66,10,53.47499188,126.6,73.12500812,Online,No Discount,SV DVD 55DVD Storage Binder M56 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",Asia,Beijing,China
14958,4/2/2024,986.088945,2499,6,5916.53367,13994.4,8077.86633,Online,North America Back-to-School Promotion,WWI Projector 1080p DLP86 White,Wide World Importers,Projectors & Screens,Computers,North America,Toronto,Canada
14957,3/18/2022,71.61232978,208,12,859.3479573,2412.8,1553.452043,Online,North America Back-to-School Promotion,The Phone Company Smart phones 160x160 M26 Gold,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Houston,United States
14956,1/12/2022,2.729338668,22.99,10,27.29338668,229.9,202.6066133,Online,No Discount,Contoso Waterproof Accessory Handset and Charging Cradle M609 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Bangor,United States
14955,12/30/2021,10.75331172,28.99,10,107.5331172,289.9,182.3668828,Online,No Discount,Contoso 2-Line Corded Cordless Telephone M202 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Fort Atkinson,United States
14954,11/5/2021,332.3661586,469,27,8973.886283,12639.55,3665.663717,Online,North America Spring Promotion,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Desktops,Computers,North America,Seattle,United States
14953,6/17/2024,50.28610942,358,13,653.7194224,4492.9,3839.180578,Online,Asian Holiday Promotion,"Contoso SLR Camera 35"" M358 Blue","Contoso, Ltd",Digital SLR Cameras,Cameras and camcorders ,Asia,Beijing,China
14952,11/30/2022,53.82587419,268,9,484.4328677,2304.8,1820.367132,Online,Asian Spring Promotion,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Silver,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Asia,Kolkata,India
14951,4/23/2022,4.046341738,129,6,24.27805043,774,749.7219496,Online,North America Back-to-School Promotion,WWI LCD17W E200 White,Wide World Importers,Monitors,Computers,North America,North Harford,United States
14950,10/20/2022,11.90758231,15.9,18,214.3364817,270.3,55.96351835,Online,Asian Spring Promotion,Contoso USB Wave Multi-media Keyboard E280 Blue,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
14949,2/20/2022,2.377731723,19.95,10,23.77731723,199.5,175.7226828,Online,No Discount,Contoso Car power adapter M90 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Berne,Switzerland
14948,1/20/2023,167.0367373,290,10,1670.367373,2900,1229.632627,Online,No Discount,A. Datum Super-zoom Digital Camera X300 Black,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,Europe,Lyon,France
14947,1/20/2024,72.03366063,132.99,10,720.3366063,1329.9,609.5633937,Online,No Discount,WWI Stereo Bluetooth Headphones New Generation M370 Yellow,Wide World Importers,Bluetooth Headphones,Audio,North America,Alexandria,United States
14946,8/16/2022,116.8097927,149.95,26,3037.05461,3876.2075,839.1528896,Online,Asian Holiday Promotion,WWI 1GB Pulse Smart pen E50 Silver,Wide World Importers,Recording Pen,Audio,Asia,Beijing,China
14945,10/9/2021,21.00534991,190,6,126.0320995,1126.7,1000.667901,Online,European Spring Promotion,Proseware Screen 100in M1609 Black,"Proseware, Inc.",Projectors & Screens,Computers,Europe,Landstuhl,Germany
14944,12/26/2023,16.4741387,219,10,164.741387,2190,2025.258613,Online,No Discount,SV DVD Recorder L220 White,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,North Harford,United States
14943,12/19/2021,183.7763055,1000,24,4410.631333,23400,18989.36867,Online,Asian Summer Promotion,"Fabrikam Trendsetter 1/2"" 3mm X300 Orange","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
14942,1/8/2022,533.3218132,699,10,5333.218132,6990,1656.781868,Online,No Discount,Proseware Projector 720p LCD56 Silver,"Proseware, Inc.",Projectors & Screens,Computers,North America,Parkville,United States
14941,10/20/2021,5.337675029,12.99,6,32.02605017,76.1214,44.09534983,Online,European Spring Promotion,Contoso Dual Handset Cordless Phone System  E20 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,London,United Kingdom
14940,4/19/2023,1.934468583,296,12,23.213623,3522.4,3499.186377,Catalog,North America Back-to-School Promotion,WWI 4GB Video Recording Pen X200 Pink,Wide World Importers,Recording Pen,Audio,North America,Arlington,United States
14939,7/24/2024,570.0814503,1299,24,13681.95481,29357.4,15675.44519,Reseller,North America Holiday Promotion,Adventure Works Laptop19W X1980 White,Adventure Works,Laptops,Computers,North America,Seattle,United States
14938,3/30/2022,22.20247675,26.99,9,199.8222907,232.114,32.29170929,Phone,European Back-to-Scholl Promotion,Contoso KSU-less key system M38 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Lyon,France
14937,10/26/2023,93.07407339,209,9,837.6666605,1755.6,917.9333395,In-store,Asian Spring Promotion,Proseware High Speed Laser M2000 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,Asia,Mumbai,India
14936,9/17/2021,120.148389,290,9,1081.335501,2610,1528.664499,Online,North America Spring Promotion,A. Datum Super-zoom Digital Camera X300 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Greenville,United States
14935,6/9/2024,69.1117629,132.99,20,1382.235258,2659.8,1277.564742,Catalog,No Discount,WWI Stereo Bluetooth Headphones New Generation M370 Black,Wide World Importers,Bluetooth Headphones,Audio,Asia,Beijing,China
14934,8/13/2022,1.381193845,13.89,13,17.95551998,180.57,162.61448,Reseller,North America Holiday Promotion,Contoso DVD 58 DVD Storage Binder M55 Red,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Grand Junction,United States
14933,9/16/2021,44.74010763,78,4,178.9604305,308.1,129.1395695,Phone,North America Spring Promotion,Proseware Ink Jet Fax Machine E100 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Plattsburgh,United States
14932,12/16/2023,84.36346361,99,24,2024.723127,2376,351.2768734,In-store,Asian Summer Promotion,SV Wireless LAN PCI Network Card Adapter E902 Black,Southridge Video,Computers Accessories,Computers,Asia,Beijing,China
14931,11/23/2021,88.13573523,268,10,881.3573523,2680,1798.642648,Online,No Discount,A. Datum Interchangeable lens Non-SLR Digital Camera X250 Pink,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Bar Harbor,United States
14930,4/20/2023,0.4328379662,9.99,240,103.8811119,2394.603,2290.721888,Catalog,North America Back-to-School Promotion,Contoso Touch Stylus Pen E150 Silver,"Contoso, Ltd",Cell phones Accessories,Cell phones,North America,Queens,United States
14929,2/28/2024,213.6805709,299,12,2564.166851,3468.4,904.2331492,Reseller,North America Back-to-School Promotion,SV Car Video TFT7 M7000 Brown,Southridge Video,Car Video,TV and Video,North America,Bethesda,United States
14928,11/17/2022,8.813609562,13.89,10,88.13609562,138.9,50.76390438,Phone,No Discount,SV DVD 58 DVD Storage Binder M55 Red,Southridge Video,Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
14927,11/29/2021,209.2772627,267,10,2092.772627,2670,577.2273727,In-store,No Discount,The Phone Company Smart phones Unlocked M300 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Sebring,United States
14926,10/10/2021,139.7035143,309,9,1257.331629,2595.6,1338.268371,Online,Asian Spring Promotion,SV Car Video TFT7 M7001 Silver,Southridge Video,Car Video,TV and Video,Asia,Beijing,China
14925,7/3/2022,11.566622,248,13,150.3660859,3124.8,2974.433914,Catalog,North America Holiday Promotion,Proseware High-Performance Business-Class Laser Fax X200 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Buffalo,United States
14924,5/25/2022,12.43514517,50.99,10,124.3514517,509.9,385.5485483,Reseller,No Discount,Contoso Optical USB Mouse M45 Grey,"Contoso, Ltd",Computers Accessories,Computers,Asia,New Delhi,India
14923,10/10/2021,570.3732621,999,9,5133.359359,8791.2,3657.840641,Phone,Asian Spring Promotion,WWI Projector 720p DLP56 Black,Wide World Importers,Projectors & Screens,Computers,Asia,Tokyo,Japan
14922,10/9/2021,78.41202553,209,9,705.7082298,1870.55,1164.84177,In-store,North America Spring Promotion,Proseware High Speed Laser M2000 Black,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Marshall,United States
14921,6/24/2023,285.8784431,380,13,3716.419761,4788,1071.580239,Online,North America Holiday Promotion,Fabrikam Laptop13.3 M3000 Red,"Fabrikam, Inc.",Laptops,Computers,North America,Winchester,United States
14920,7/14/2022,3.207806118,119.99,6,19.24683671,647.946,628.6991633,Catalog,North America Holiday Promotion,"Adventure Works 13"" Color TV E25 Silver",Adventure Works,Televisions,TV and Video,North America,Baytown,United States
14919,1/2/2022,2.020807933,11.9,5,10.10403966,59.5,49.39596034,Reseller,No Discount,Contoso 90W AC/DC Power Adapter E300 Black,"Contoso, Ltd",Computers Accessories,Computers,North America,Queens,United States
14918,10/7/2021,47.62297655,69,4,190.4919062,262.2,71.70809378,Phone,North America Spring Promotion,Proseware CRT19 E201 White,"Proseware, Inc.",Monitors,Computers,North America,Newark,United States
14917,5/31/2024,13.87933731,13.9,16,222.0693969,216.84,-5.229396882,In-store,European Holiday Promotion,Contoso Reserve Pen - Tablet Pen E200 Gold,"Contoso, Ltd",Computers Accessories,Computers,Europe,Berlin,Germany
14916,3/17/2023,232.35147,679,10,2323.5147,6790,4466.4853,Online,No Discount,Adventure Works LCD22W M200 White,Adventure Works,Monitors,Computers,Asia,Tehran,Iran
14915,3/3/2023,357.1582714,1299,12,4285.899256,15198.3,10912.40074,Online,North America Back-to-School Promotion,WWI Laptop19W X0196 Blue,Wide World Importers,Laptops,Computers,North America,Cape Canaveral,United States
14914,1/21/2023,249.7240591,1299,10,2497.240591,12990,10492.75941,Online,No Discount,Adventure Works Laptop19W X1980 Silver,Adventure Works,Laptops,Computers,North America,Houston,United States
14913,7/6/2022,20.4978576,186.9,13,266.4721487,2354.94,2088.467851,Online,North America Holiday Promotion,A. Datum Bridge Digital Camera M300 Orange,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Somerville,United States
14912,6/13/2022,4.350899218,15.9,5,21.75449609,79.5,57.74550391,Online,No Discount,Contoso USB Wave Multi-Media Keyboard E280 Grey,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
14911,9/19/2023,2.701877226,998,18,48.63379006,17165.6,17116.96621,Online,Asian Spring Promotion,"Fabrikam Trendsetter 1/3"" 8.5mm X200 Blue","Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
14910,5/9/2022,69.49651738,178,5,347.4825869,890,542.5174131,Online,No Discount,Fabrikam Social Videographer 1/2'' 3mm E300 White,"Fabrikam, Inc.",Camcorders,Cameras and camcorders ,Asia,Beijing,China
14909,5/4/2022,83.04308843,329,9,747.3877959,2862.3,2114.912204,In-store,European Back-to-Scholl Promotion,SV Car Video LCD7 M7001 Brown,Southridge Video,Car Video,TV and Video,Europe,Berlin,Germany
14908,10/27/2023,22.04216059,129,18,396.7588906,2302.65,1905.891109,In-store,North America Spring Promotion,A. Datum Compact Digital Camera M200 Grey,A. Datum Corporation,Digital Cameras,Cameras and camcorders ,North America,Oregon,United States
14907,8/24/2022,16.69725505,23.9,9,150.2752954,211.515,61.23970456,In-store,North America Spring Promotion,Contoso Digital camera accessory kit M200 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Seattle,United States
14906,10/13/2021,193.3895921,300,12,2320.675106,3558,1237.324894,In-store,European Spring Promotion,The Phone Company Smart phones Expert M400 Grey,The Phone Company,Smart phones & PDAs ,Cell phones,Europe,Valletta,Malta
14905,9/29/2021,227.9015495,293,12,2734.818594,3474.98,740.1614057,In-store,European Spring Promotion,The Phone Company Touch Screen Phones SAW/On-wall M806 Black,The Phone Company,Touch Screen Phones ,Cell phones,Europe,Warsaw,Poland
14904,5/23/2023,55.48030997,59,10,554.8030997,590,35.19690026,In-store,No Discount,Adventure Works CRT17 E105 White,Adventure Works,Monitors,Computers,North America,Hoboken,United States
14903,7/3/2023,5.98071134,429,13,77.74924742,5577,5499.250753,In-store,North America Holiday Promotion,Contoso Home Theater System 5.1 Channel M1500 White,"Contoso, Ltd",Home Theater System,TV and Video,North America,Cape May,United States
14902,10/11/2023,14.23328693,269.95,18,256.1991648,4859.1,4602.900835,In-store,North America Spring Promotion,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,Desktops,Computers,North America,Hoboken,United States
14901,10/19/2022,59.97586031,299,27,1619.348228,7983.3,6363.951772,In-store,North America Spring Promotion,Litware Home Theater System 2.1 Channel E210 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,Bethesda,United States
14900,9/21/2022,18.71630199,28.99,9,168.4467179,249.314,80.86728212,Reseller,Asian Spring Promotion,Contoso Hybrid system M60 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,Asia,Beijing,China
14899,3/24/2024,57.29548019,588,12,687.5457623,6879.6,6192.054238,Reseller,North America Back-to-School Promotion,"A. Datum SLR Camera 35"" X358 Blue",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
14898,11/19/2022,12.5333888,28.99,10,125.333888,289.9,164.566112,Reseller,No Discount,Contoso 2-Line Corded Cordless Telephone M202 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Parkville,United States
14897,6/14/2022,56.45853168,66,5,282.2926584,330,47.7073416,Reseller,No Discount,SV 8xDVD E140 Black,Southridge Video,VCD & DVD,TV and Video,Asia,Busan,South Korea
14896,3/25/2022,259.0837666,588,12,3109.005199,7056,3946.994801,Reseller,North America Back-to-School Promotion,"A. Datum SLR Camera 35"" X358 Orange",A. Datum Corporation,Digital SLR Cameras,Cameras and camcorders ,North America,Bethesda,United States
14895,9/14/2023,14.05424852,36.99,18,252.9764734,658.422,405.4455266,Reseller,North America Spring Promotion,Contoso Multi-Use Terminal Cable E308 Silver,"Contoso, Ltd",Cameras & Camcorders Accessories,Cameras and camcorders ,North America,Cheney,United States
14894,10/25/2022,9.113684714,9.99,18,164.0463249,178.3215,14.27517515,Reseller,North America Spring Promotion,Contoso Single-line phones E10 White,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,North Harford,United States
14893,11/2/2022,14.91028919,16.5,9,134.1926027,147.675,13.48239731,In-store,North America Spring Promotion,Contoso Notebook Peripheral Kit M69 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Worcester,United States
14892,9/29/2022,98.59889736,219,9,887.3900763,1960.05,1072.659924,In-store,North America Spring Promotion,Contoso DVD Recorder L240 Gold,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Seattle,United States
14891,10/2/2021,231.974278,280,9,2087.768502,2352,264.231498,In-store,Asian Spring Promotion,The Phone Company PDA Palm 3.5 inch M810 White,The Phone Company,Smart phones & PDAs ,Cell phones,Asia,Mumbai,India
14890,7/1/2023,4.806488838,16.99,8,38.4519107,132.522,94.0700893,In-store,European Holiday Promotion,Contoso 3 Handset Cordless Phone System E30 Grey,"Contoso, Ltd",Home & Office Phones,Cell phones,Europe,Roma,Italy
14889,12/18/2023,10.80869703,29.95,12,129.7043643,356.405,226.7006357,In-store,Asian Summer Promotion,Contoso Wireless Notebook Optical Mouse M35 Black,"Contoso, Ltd",Computers Accessories,Computers,Asia,Beijing,China
14888,5/7/2022,7.382289419,27.9,9,66.44060477,248.31,181.8693952,In-store,European Back-to-Scholl Promotion,Contoso Enhanced Capacity Battery M800 Grey,"Contoso, Ltd",Computers Accessories,Computers,Europe,Dusseldorf,Germany
14887,1/7/2022,99.99329811,190,5,499.9664905,950,450.0335095,In-store,No Discount,Contoso Screen 100in E010 White,"Contoso, Ltd",Projectors & Screens,Computers,Europe,Bucharest,Romania
14886,7/24/2023,158.1599904,189,13,2056.079875,2381.4,325.3201254,In-store,North America Holiday Promotion,The Phone Company Touch Screen Phones - CRT M11 Gold,The Phone Company,Touch Screen Phones ,Cell phones,North America,Cedar Park,United States
14885,11/24/2021,454.7812758,599,9,4093.031482,5391,1297.968518,In-store,Asian Spring Promotion,Adventure Works Laptop16 M1601 Red,Adventure Works,Laptops,Computers,Asia,Seoul,South Korea
14884,7/5/2022,17.08903386,38.99,13,222.1574402,506.87,284.7125598,In-store,North America Holiday Promotion,Contoso Private Automatic Branch Exchange M65 Black,"Contoso, Ltd",Home & Office Phones,Cell phones,North America,Denver,United States
14883,2/9/2022,235.3732352,299,5,1176.866176,1495,318.133824,In-store,No Discount,Litware Home Theater System 2.1 Channel E210 Black,"Litware, Inc.",Home Theater System,TV and Video,North America,Boulder,United States
14882,11/17/2021,99.5724678,268,10,995.724678,2680,1684.275322,Online,No Discount,"The Phone Company Touch Screen Phones 26-1.4"" M250 Gold",The Phone Company,Touch Screen Phones ,Cell phones,North America,Orlando,United States
14881,11/30/2022,18.94999057,289.99,20,378.9998113,5799.8,5420.800189,Online,No Discount,Contoso DVD 15-Inch Player Portable L200 Silver,"Contoso, Ltd",Movie DVD,"Music, Movies and Audio Books",North America,Bethesda,United States
14880,8/6/2023,94.35637564,267,13,1226.632883,3471,2244.367117,Online,North America Holiday Promotion,The Phone Company Smart phones Unlocked M300 Black,The Phone Company,Smart phones & PDAs ,Cell phones,North America,Longview,United States
14879,2/18/2024,46.16452227,129,20,923.2904455,2580,1656.709555,Online,No Discount,WWI LCD17W E200 White,Wide World Importers,Monitors,Computers,Europe,Ljubljana,Slovenia
14878,4/12/2023,51.79017154,129,12,621.4820585,1548,926.5179415,Online,North America Back-to-School Promotion,SV 16xDVD M310 Black,Southridge Video,VCD & DVD,TV and Video,North America,Charleston,United States
14877,7/23/2022,326.9094102,369,13,4249.822332,4630.95,381.1276676,Online,Asian Holiday Promotion,SV Car Video LCD7 M7002 Black,Southridge Video,Car Video,TV and Video,Asia,Tehran,Iran
14876,6/4/2022,78.68230479,136,10,786.8230479,1360,573.1769521,Online,No Discount,Proseware All-In-One Photo Printer M200 White,"Proseware, Inc.","Printers, Scanners & Fax",Computers,North America,Toronto,Canada
14875,9/25/2023,12.31056563,13,54,664.7705442,698.1,33.32945576,Online,North America Spring Promotion,Contoso Optical Wheel OEM PS/2 Mouse E60 White,"Contoso, Ltd",Computers Accessories,Computers,North America,Bethesda,United States
14874,10/23/2021,34.13491212,2295,9,307.214209,20310.75,20003.53579,Online,North America Spring Promotion,Contoso Projector 1080p X980 White,"Contoso, Ltd",Projectors & Screens,Computers,North America,North Harford,United States
